dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,6.884927,3.575278,8.745000,3.000000,0.000000,0.000000,0.540321
0.010000,6.910555,3.590872,8.775000,3.000000,0.000000,0.000000,0.552948
0.010000,6.935983,3.606790,8.805000,3.000000,0.000000,0.000000,0.565760
0.010000,6.961204,3.623036,8.835000,3.000000,0.000000,0.000000,0.578754
0.010000,6.986209,3.639610,8.865000,3.000000,0.000000,0.000000,0.591924
0.010000,7.010993,3.656514,8.895000,3.000000,0.000000,0.000000,0.605265
0.010000,7.035548,3.673749,8.925000,3.000000,0.000000,0.000000,0.618769
0.010000,7.059866,3.691316,8.955000,3.000000,0.000000,0.000000,0.632431
0.010000,7.083941,3.709215,8.985000,3.000000,0.000000,0.000000,0.646243
0.010000,7.107765,3.727447,9.015000,3.000000,0.000000,0.000000,0.660198
0.010000,7.131331,3.746012,9.045000,3.000000,0.000000,0.000000,0.674286
0.010000,7.154632,3.764907,9.075000,3.000000,0.000000,0.000000,0.688500
0.010000,7.177661,3.784134,9.105000,3.000000,0.000000,0.000000,0.702830
0.010000,7.200411,3.803690,9.135000,3.000000,0.000000,0.000000,0.717265
0.010000,7.222875,3.823573,9.165000,3.000000,0.000000,0.000000,0.731797
0.010000,7.245047,3.843781,9.195000,3.000000,0.000000,0.000000,0.746414
0.010000,7.266920,3.864313,9.225000,3.000000,0.000000,0.000000,0.761105
0.010000,7.288489,3.885164,9.255000,3.000000,0.000000,0.000000,0.775860
0.010000,7.309748,3.906331,9.285000,3.000000,0.000000,0.000000,0.790666
0.010000,7.330690,3.927812,9.315000,3.000000,0.000000,0.000000,0.805512
0.010000,7.351310,3.949601,9.345000,3.000000,0.000000,0.000000,0.820387
0.010000,7.371605,3.971695,9.375000,3.000000,0.000000,0.000000,0.835278
0.010000,7.391567,3.994088,9.405000,3.000000,0.000000,0.000000,0.850173
0.010000,7.411194,4.016777,9.435000,3.000000,0.000000,0.000000,0.865062
0.010000,7.430482,4.039755,9.465000,3.000000,0.000000,0.000000,0.879930
0.010000,7.449425,4.063016,9.495000,3.000000,0.000000,0.000000,0.894769
0.010000,7.468022,4.086556,9.525000,3.000000,0.000000,0.000000,0.909564
0.010000,7.486270,4.110369,9.555000,3.000000,0.000000,0.000000,0.924306
0.010000,7.504165,4.134447,9.585000,3.000000,0.000000,0.000000,0.938984
0.010000,7.521706,4.158784,9.615000,3.000000,0.000000,0.000000,0.953586
0.010000,7.538890,4.183374,9.645000,3.000000,0.000000,0.000000,0.968104
0.010000,7.555717,4.208210,9.675000,3.000000,0.000000,0.000000,0.982526
0.010000,7.572185,4.233286,9.705000,3.000000,0.000000,0.000000,0.996843
0.010000,7.588294,4.258594,9.735000,3.000000,0.000000,0.000000,1.011047
0.010000,7.604044,4.284127,9.765000,3.000000,0.000000,0.000000,1.025129
0.010000,7.619434,4.309878,9.795000,3.000000,0.000000,0.000000,1.039082
0.010000,7.634465,4.335841,9.825000,3.000000,0.000000,0.000000,1.052897
0.010000,7.649137,4.362008,9.855000,3.000000,0.000000,0.000000,1.066568
0.010000,7.663453,4.388371,9.885000,3.000000,0.000000,0.000000,1.080090
0.010000,7.677412,4.414924,9.914999,2.999789,-0.021054,-2.105392,1.093455
0.010000,7.691010,4.441645,9.944981,2.996579,-0.321054,-30.000000,1.106651
0.010000,7.704236,4.468499,9.974916,2.990368,-0.621054,-30.000000,1.119662
0.010000,7.717081,4.495453,10.004773,2.981158,-0.921054,-30.000000,1.132470
0.010000,7.729537,4.522470,10.034524,2.968947,-1.221054,-30.000000,1.145062
0.010000,7.741600,4.549515,10.064137,2.953737,-1.521054,-30.000000,1.157424
0.010000,7.753264,4.576552,10.093583,2.935526,-1.821054,-30.000000,1.169543
0.010000,7.764528,4.603545,10.122833,2.914316,-2.121054,-30.000000,1.181408
0.010000,7.775389,4.630458,10.151855,2.890105,-2.421054,-30.000000,1.193009
0.010000,7.785847,4.657255,10.180620,2.862895,-2.721054,-30.000000,1.204337
0.010000,7.795904,4.683899,10.209099,2.832895,-3.000000,-27.894608,1.215386
0.010000,7.805567,4.710369,10.237278,2.802895,-3.000000,0.000000,1.226153
0.010000,7.814848,4.736657,10.265157,2.772895,-3.000000,0.000000,1.236644
0.010000,7.823759,4.762757,10.292736,2.742895,-3.000000,-0.000000,1.246864
0.010000,7.832313,4.788660,10.320014,2.712895,-3.000000,0.000000,1.256819
0.010000,7.840520,4.814360,10.346993,2.682895,-3.000000,-0.000000,1.266515
0.010000,7.848393,4.839851,10.373672,2.652895,-3.000000,0.000000,1.275956
0.010000,7.855942,4.865126,10.400051,2.622895,-3.000000,-0.000000,1.285149
0.010000,7.863178,4.890181,10.426130,2.592895,-3.000000,0.000000,1.294099
0.010000,7.870112,4.915010,10.451909,2.562895,-3.000000,-0.000000,1.302811
0.010000,7.876754,4.939608,10.477388,2.532895,-3.000000,0.000000,1.311293
0.010000,7.883114,4.963970,10.502567,2.502895,-3.000000,0.000000,1.319548
0.010000,7.889202,4.988093,10.527446,2.472895,-3.000000,0.000000,1.327584
0.010000,7.895028,5.011971,10.552025,2.442895,-3.000000,-0.000000,1.335405
0.010000,7.900600,5.035602,10.576304,2.412895,-3.000000,0.000000,1.343016
0.010000,7.905928,5.058982,10.600283,2.382895,-3.000000,0.000000,1.350424
0.010000,7.911021,5.082106,10.623962,2.352895,-3.000000,0.000000,1.357634
0.010000,7.915886,5.104973,10.647341,2.322895,-3.000000,-0.000000,1.364650
0.010000,7.920533,5.127580,10.670420,2.292895,-3.000000,0.000000,1.371478
0.010000,7.924969,5.149923,10.693199,2.262895,-3.000000,0.000000,1.378122
0.010000,7.929201,5.171999,10.715678,2.232895,-3.000000,0.000000,1.384589
0.010000,7.933239,5.193808,10.737857,2.202895,-3.000000,-0.000000,1.390881
0.010000,7.937088,5.215345,10.759735,2.172895,-3.000000,0.000000,1.397004
0.010000,7.940756,5.236610,10.781314,2.142895,-3.000000,0.000000,1.402962
0.010000,7.944249,5.257600,10.802593,2.112895,-3.000000,-0.000000,1.408760
0.010000,7.947575,5.278314,10.823572,2.082895,-3.000000,0.000000,1.414402
0.010000,7.950740,5.298749,10.844251,2.052895,-3.000000,-0.000000,1.419892
0.010000,7.953750,5.318905,10.864630,2.022895,-3.000000,0.000000,1.425234
0.010000,7.956610,5.338779,10.884709,1.992895,-3.000000,-0.000000,1.430432
0.010000,7.959328,5.358370,10.904488,1.962895,-3.000000,0.000000,1.435489
0.010000,7.961908,5.377678,10.923967,1.932895,-3.000000,-0.000000,1.440409
0.010000,7.964356,5.396700,10.943146,1.902895,-3.000000,0.000000,1.445196
0.010000,7.966677,5.415435,10.962025,1.872895,-3.000000,-0.000000,1.449853
0.010000,7.968877,5.433883,10.980604,1.842895,-3.000000,0.000000,1.454383
0.010000,7.970960,5.452043,10.998883,1.812895,-3.000000,-0.000000,1.458789
0.010000,7.972931,5.469914,11.016862,1.782895,-3.000000,0.000000,1.463076
0.010000,7.974795,5.487494,11.034541,1.752895,-3.000000,-0.000000,1.467244
0.010000,7.976556,5.504784,11.051920,1.722895,-3.000000,0.000000,1.471298
0.010000,7.978219,5.521782,11.068999,1.692895,-3.000000,0.000000,1.475241
0.010000,7.979788,5.538487,11.085778,1.662895,-3.000000,-0.000000,1.479074
0.010000,7.981267,5.554899,11.102257,1.632895,-3.000000,0.000000,1.482800
0.010000,7.982660,5.571018,11.118435,1.602895,-3.000000,-0.000000,1.486422
0.010000,7.983970,5.586843,11.134314,1.572895,-3.000000,0.000000,1.489943
0.010000,7.985201,5.602373,11.149893,1.542895,-3.000000,-0.000000,1.493364
0.010000,7.986358,5.617608,11.165172,1.512895,-3.000000,0.000000,1.496688
0.010000,7.987443,5.632548,11.180151,1.482895,-3.000000,-0.000000,1.499917
0.010000,7.988459,5.647192,11.194830,1.452895,-3.000000,0.000000,1.503053
0.010000,7.989411,5.661539,11.209209,1.422895,-3.000000,-0.000000,1.506098
0.010000,7.990300,5.675590,11.223288,1.392895,-3.000000,0.000000,1.509054
0.010000,7.991131,5.689344,11.237067,1.362895,-3.000000,-0.000000,1.511923
0.010000,7.991905,5.702800,11.250546,1.332895,-3.000000,0.000000,1.514707
0.010000,7.992626,5.715960,11.263725,1.302895,-3.000000,0.000000,1.517407
0.010000,7.993297,5.728821,11.276604,1.272895,-3.000000,-0.000000,1.520025
0.010000,7.993919,5.741385,11.289183,1.242895,-3.000000,0.000000,1.522563
0.010000,7.994496,5.753650,11.301462,1.212895,-3.000000,-0.000000,1.525022
0.010000,7.995030,5.765617,11.313441,1.182895,-3.000000,0.000000,1.527403
0.010000,7.995523,5.777286,11.325120,1.152895,-3.000000,-0.000000,1.529709
0.010000,7.995978,5.788656,11.336499,1.122895,-3.000000,0.000000,1.531940
0.010000,7.996396,5.799727,11.347578,1.092895,-3.000000,0.000000,1.534098
0.010000,7.996780,5.810499,11.358356,1.062895,-3.000000,-0.000000,1.536184
0.010000,7.997132,5.820972,11.368835,1.032895,-3.000000,0.000000,1.538199
0.010000,7.997454,5.831146,11.379014,1.002895,-3.000000,0.000000,1.540145
0.010000,7.997748,5.841020,11.388893,0.972895,-3.000000,0.000000,1.542022
0.010000,7.998015,5.850595,11.398472,0.942895,-3.000000,0.000000,1.543832
0.010000,7.998257,5.859871,11.407751,0.912895,-3.000000,-0.000000,1.545575
0.010000,7.998476,5.868847,11.416730,0.882895,-3.000000,0.000000,1.547253
0.010000,7.998673,5.877524,11.425409,0.852895,-3.000000,0.000000,1.548867
0.010000,7.998850,5.885901,11.433788,0.822895,-3.000000,0.000000,1.550417
0.010000,7.999009,5.893979,11.441867,0.792895,-3.000000,0.000000,1.551905
0.010000,7.999150,5.901756,11.449646,0.762895,-3.000000,0.000000,1.553331
0.010000,7.999276,5.909234,11.457125,0.732895,-3.000000,0.000000,1.554695
0.010000,7.999387,5.916412,11.464304,0.702895,-3.000000,-0.000000,1.556000
0.010000,7.999484,5.923290,11.471183,0.672895,-3.000000,0.000000,1.557244
0.010000,7.999569,5.929869,11.477762,0.642895,-3.000000,0.000000,1.558430
0.010000,7.999643,5.936147,11.484041,0.612895,-3.000000,0.000000,1.559558
0.010000,7.999707,5.942126,11.490020,0.582895,-3.000000,0.000000,1.560628
0.010000,7.999762,5.947805,11.495699,0.552895,-3.000000,0.000000,1.561641
0.010000,7.999809,5.953183,11.501078,0.522895,-3.000000,0.000000,1.562597
0.010000,7.999848,5.958262,11.506156,0.492895,-3.000000,-0.000000,1.563497
0.010000,7.999881,5.963041,11.510935,0.462895,-3.000000,0.000000,1.564342
0.010000,7.999908,5.967520,11.515414,0.432895,-3.000000,-0.000000,1.565131
0.010000,7.999930,5.971699,11.519593,0.402895,-3.000000,0.000000,1.565866
0.010000,7.999948,5.975578,11.523472,0.372895,-3.000000,0.000000,1.566547
0.010000,7.999962,5.979157,11.527051,0.342895,-3.000000,-0.000000,1.567173
0.010000,7.999973,5.982435,11.530330,0.312895,-3.000000,0.000000,1.567746
0.010000,7.999982,5.985414,11.533309,0.282895,-3.000000,0.000000,1.568265
0.010000,7.999988,5.988093,11.535988,0.252895,-3.000000,0.000000,1.568732
0.010000,7.999992,5.990472,11.538367,0.222895,-3.000000,0.000000,1.569145
0.010000,7.999995,5.992551,11.540446,0.192895,-3.000000,-0.000000,1.569506
0.010000,7.999997,5.994330,11.542225,0.162895,-3.000000,0.000000,1.569815
0.010000,7.999998,5.995810,11.543705,0.133105,-2.978946,2.105392,1.570071
0.010000,7.999999,5.997007,11.544902,0.106316,-2.678946,30.000000,1.570279
0.010000,8.000000,5.997952,11.545846,0.082526,-2.378946,30.000000,1.570442
0.010000,8.000000,5.998673,11.546568,0.061737,-2.078946,30.000000,1.570567
0.010000,8.000000,5.999201,11.547096,0.043947,-1.778946,30.000000,1.570658
0.010000,8.000000,5.999567,11.547461,0.029158,-1.478946,30.000000,1.570721
0.010000,8.000000,5.999799,11.547694,0.017368,-1.178946,30.000000,1.570762
0.010000,8.000000,5.999929,11.547824,0.008579,-0.878946,30.000000,1.570784
0.010000,8.000000,5.999986,11.547881,0.002789,-0.578946,30.000000,1.570794
0.010000,8.000000,6.000000,11.547895,0.000000,-0.278946,30.000000,1.570796
0.010000,8.000000,6.000000,11.547895,0.000000,0.000000,27.894608,1.570796
